Product,Region,Year,Sales
Apple Watch Series 8,Middle East - Gulf,2022,1151.83
Samsung QLED TV,Latin America - Northern,2021,2090.28
KitchenAid Mixer,Africa - Southern,2021,1428.89
Vitamix Blender,Asia - Southeastern,2024,2673.52
Nintendo Switch OLED,Africa - Southern,2019,1406.28
Instant Pot Pro,Africa - Southern,2022,67.47
Apple Watch Series 8,Latin America - Northern,2022,1592.23
MacBook Air M2,North America - Central,2023,7579.59
Lululemon Align Leggings,Asia - Southern,2024,479.55
Xbox Series X,Latin America - Central,2023,487.21
Instant Pot Pro,Europe - Eastern,2023,433.31
Dell XPS 13,Latin America - Southern,2024,7369.42
MacBook Air M2,Africa - Southern,2020,3653.68
IKEA Billy Bookcase,North America - East,2019,411.14
GoPro Hero 11,Europe - Western,2019,2880.41
Lululemon Align Leggings,Middle East - Gulf,2020,45.87
Adidas Ultraboost,Latin America - Central,2019,437.43
PlayStation 5,North America - East,2022,1246.36
Ray-Ban Aviators,Africa - Eastern,2019,305.41
AirPods Pro,Africa - Eastern,2022,1127.89
LG OLED TV,Asia - Southeastern,2020,1200.76
Ray-Ban Aviators,North America - West,2021,405.9
Pottery Barn Dining Table,Africa - Eastern,2023,4986.28
Dell XPS 13,North America - Central,2024,3485.87
Adidas Ultraboost,Latin America - Northern,2021,89.37
Roomba i7+,Middle East - Levant,2020,3872.57
Ray-Ban Aviators,Oceania - New Zealand,2020,546.14
Ninja Air Fryer,Africa - Southern,2021,389.31
LG OLED TV,Latin America - Northern,2024,6970.43
Apple Watch Series 8,Oceania - New Zealand,2022,327.16
Nespresso Vertuo,Latin America - Northern,2022,295.14
Herman Miller Chair,Oceania - Australia,2021,9063.31
Rolex Submariner,Europe - Western,2021,26746.46
Samsung QLED TV,Latin America - Northern,2020,2449.1
Roomba i7+,Latin America - Southern,2023,2711.54
Pottery Barn Dining Table,Middle East - Levant,2020,5643.18
LG OLED TV,Asia - Southern,2022,6836.58
Ray-Ban Aviators,Europe - Northern,2023,109.95
GoPro Hero 11,Latin America - Central,2022,1791.21
Dyson V11 Vacuum,Asia - Southeastern,2019,288.51
MacBook Air M2,North America - West,2021,7401.99
Instant Pot Pro,North America - Central,2021,504.59
Apple Watch Series 8,Asia - Southern,2021,420.38
West Elm Sofa,North America - Central,2019,5386.42
Samsung QLED TV,Africa - Eastern,2020,1202.01
iPhone 14 Pro,Latin America - Central,2021,1077.53
MacBook Air M2,Asia - Southeastern,2021,3293.99
Apple Watch Series 8,Oceania - New Zealand,2019,1707.6
Nike Air Force 1,Oceania - New Zealand,2020,284.99
Breville Coffee Maker,Oceania - Australia,2023,2075.52
Adidas Ultraboost,Middle East - Gulf,2020,670.18
PlayStation 5,Africa - Western,2024,331.64
Sony WH-1000XM5,Oceania - New Zealand,2021,3822.63
Dell XPS 13,North America - Central,2022,2761.9
Vitamix Blender,Africa - Southern,2023,1217.74
PlayStation 5,Asia - Southeastern,2022,3174.49
Roomba i7+,North America - Central,2024,2311.2
Herman Miller Chair,Middle East - Levant,2021,1548.56
Nespresso Vertuo,Europe - Western,2021,589.04
PlayStation 5,Europe - Southern,2022,2566.72
Tempur-Pedic Mattress,Europe - Northern,2019,9518.82
MacBook Air M2,Asia - Southeastern,2024,9922.31
Ninja Air Fryer,Africa - Western,2020,519.58
Google Pixel 7,Asia - Southeastern,2020,1347.27
Dyson V11 Vacuum,Asia - Eastern,2021,843.44
Canon EOS R6,Middle East - Gulf,2022,21810.93
Levi's 501 Jeans,Europe - Southern,2023,187.65
MacBook Air M2,Africa - Eastern,2022,5290.41
IKEA Billy Bookcase,Europe - Eastern,2021,390.24
Google Pixel 7,Africa - Southern,2019,2894.57
GoPro Hero 11,Africa - Western,2019,714.46
IKEA Billy Bookcase,Latin America - Central,2023,411.59
Ninja Air Fryer,North America - East,2022,1008.18
KitchenAid Mixer,Middle East - Gulf,2020,922.12
Herman Miller Chair,Latin America - Central,2020,622.84
Nespresso Vertuo,Europe - Western,2022,1406.87
Instant Pot Pro,Middle East - Gulf,2020,861.25
Ray-Ban Aviators,North America - East,2022,955.08
MacBook Air M2,Europe - Western,2021,6188.78
Dell XPS 13,Europe - Western,2020,3452.02
Dyson V11 Vacuum,Europe - Southern,2024,2267.17
Ray-Ban Aviators,Europe - Western,2021,552.68
PlayStation 5,Middle East - Levant,2020,2379.88
Adidas Ultraboost,Africa - Southern,2021,229.95
Ray-Ban Aviators,Asia - Southeastern,2021,522.15
Herman Miller Chair,North America - Central,2023,5124.55
Lululemon Align Leggings,Africa - Southern,2020,208.24
Tempur-Pedic Mattress,Europe - Northern,2023,8325.16
Levi's 501 Jeans,North America - East,2024,545.36
Vitamix Blender,Europe - Southern,2020,297.49
Samsung Galaxy S23,Latin America - Northern,2020,508.28
Pottery Barn Dining Table,Asia - Southern,2019,4007.52
Ray-Ban Aviators,Latin America - Northern,2019,285.53
iPhone 14 Pro,Asia - Eastern,2020,1984.26
iPad Pro,Middle East - Gulf,2024,4682.33
Instant Pot Pro,Latin America - Northern,2022,82.16
Instant Pot Pro,Latin America - Northern,2023,65.42
Levi's 501 Jeans,Asia - Southeastern,2019,85.25
Nike Air Force 1,Asia - Eastern,2021,173.94
Nike Air Force 1,Asia - Southeastern,2024,195.88
Samsung QLED TV,North America - East,2022,1792.74
iPhone 14 Pro,Europe - Northern,2021,6412.19
Tempur-Pedic Mattress,Europe - Southern,2022,9987.08
Instant Pot Pro,Asia - Southern,2022,174.34
Nike Air Force 1,Africa - Southern,2022,71.79
Tempur-Pedic Mattress,Latin America - Southern,2021,1134.25
Vitamix Blender,Africa - Eastern,2020,1220.22
Levi's 501 Jeans,Middle East - Gulf,2021,50.21
Nespresso Vertuo,Asia - Eastern,2022,1069.43
iPad Pro,North America - West,2020,10221.79
Adidas Ultraboost,North America - Central,2024,709.78
Samsung QLED TV,Middle East - Levant,2020,3700.66
Dell XPS 13,Europe - Eastern,2021,4791.6
GoPro Hero 11,Europe - Northern,2022,891.13
Google Pixel 7,Latin America - Northern,2023,1625.55
Google Pixel 7,Europe - Western,2024,1670.54
Sony WH-1000XM5,Europe - Western,2021,2263.31
Sony WH-1000XM5,Africa - Eastern,2024,997.97
Nespresso Vertuo,Europe - Southern,2019,425.05
Samsung QLED TV,Middle East - Gulf,2023,12425.45
Nespresso Vertuo,Latin America - Central,2022,118.84
Sony WH-1000XM5,Africa - Eastern,2021,1875.48
Adidas Ultraboost,Asia - Southeastern,2019,690.35
iPad Pro,North America - Central,2021,6389.15
Ninja Air Fryer,Oceania - Australia,2021,685.99
Dell XPS 13,North America - Central,2023,9128.08
Instant Pot Pro,Latin America - Northern,2019,57.72
Levi's 501 Jeans,Middle East - Levant,2020,334.3
iPad Pro,Europe - Northern,2023,1356.39
AirPods Pro,Oceania - Australia,2023,3218.85
Xbox Series X,Latin America - Southern,2024,3262.94
Lululemon Align Leggings,Africa - Western,2019,155.05
Nike Air Force 1,Europe - Eastern,2024,76.12
Tempur-Pedic Mattress,Oceania - New Zealand,2024,22837.23
Xbox Series X,Asia - Eastern,2023,601.55
AirPods Pro,Asia - Southern,2019,380.81
Nike Air Force 1,Asia - Southern,2019,182.68
Google Pixel 7,Africa - Eastern,2020,1932.32
Levi's 501 Jeans,Middle East - Levant,2024,315.82
Lululemon Align Leggings,Latin America - Northern,2020,279.36
KitchenAid Mixer,Asia - Southern,2024,1582.8
Ray-Ban Aviators,Asia - Southeastern,2019,416.75
Dyson V11 Vacuum,North America - Central,2021,3151.99
IKEA Billy Bookcase,North America - Central,2024,435.89
Xbox Series X,Europe - Western,2019,1862.29
Rolex Submariner,Latin America - Central,2019,16590.53
GoPro Hero 11,Europe - Northern,2019,2991.93
Ninja Air Fryer,Asia - Southern,2021,597.36
iPhone 14 Pro,Middle East - Gulf,2023,7913.87
iPad Pro,North America - Central,2022,6398.2
Lululemon Align Leggings,Oceania - Australia,2019,402.39
Canon EOS R6,Asia - Southeastern,2022,8390.23
Roomba i7+,Asia - Southern,2023,3454.84
Samsung Galaxy S23,Asia - Eastern,2024,3083.58
Roomba i7+,Latin America - Northern,2024,3219.8
IKEA Billy Bookcase,Asia - Southern,2021,115.68
Lululemon Align Leggings,Europe - Northern,2022,191.16
Google Pixel 7,Latin America - Southern,2024,3392.24
Tempur-Pedic Mattress,Europe - Northern,2020,6382.23
Samsung Galaxy S23,Europe - Western,2019,2746.21
Dyson V11 Vacuum,Asia - Southeastern,2022,1945.88
GoPro Hero 11,Africa - Western,2024,1852.84
Breville Coffee Maker,Africa - Eastern,2022,421.5
LG OLED TV,Asia - Southeastern,2021,2986.0
Nespresso Vertuo,Oceania - Australia,2019,1059.31
Google Pixel 7,Asia - Southeastern,2021,3578.59
Breville Coffee Maker,Europe - Eastern,2022,1660.36
Ray-Ban Aviators,North America - Central,2021,580.32
IKEA Billy Bookcase,Oceania - New Zealand,2020,557.02
PlayStation 5,Asia - Southern,2022,3240.07
Nespresso Vertuo,Asia - Southeastern,2021,646.53
Apple Watch Series 8,Europe - Southern,2023,1657.68
PlayStation 5,Europe - Eastern,2020,1906.08
Rolex Submariner,Africa - Southern,2019,21380.73
Vitamix Blender,Europe - Western,2023,1458.04
West Elm Sofa,Latin America - Northern,2020,2648.28
IKEA Billy Bookcase,Africa - Southern,2021,370.89
Google Pixel 7,Asia - Southeastern,2020,1347.27
Nespresso Vertuo,Middle East - Gulf,2019,447.93
Pottery Barn Dining Table,Latin America - Northern,2021,2993.33
Instant Pot Pro,Middle East - Levant,2022,380.71
PlayStation 5,North America - West,2021,1411.85
Instant Pot Pro,Oceania - New Zealand,2024,609.41
Samsung Galaxy S23,North America - Central,2022,3461.86
Adidas Ultraboost,North America - Central,2020,587.24
LG OLED TV,Europe - Northern,2024,7206.97
Vitamix Blender,Latin America - Central,2022,1095.84
Dell XPS 13,North America - West,2019,7715.74
Ninja Air Fryer,North America - Central,2022,904.6
iPad Pro,Asia - Southeastern,2019,1730.62
Nintendo Switch OLED,Asia - Southeastern,2022,323.93
Rolex Submariner,Africa - Western,2022,27100.54
Pottery Barn Dining Table,Oceania - New Zealand,2021,7382.87
Breville Coffee Maker,Europe - Southern,2023,963.48
Tempur-Pedic Mattress,North America - West,2020,7127.6
Samsung Galaxy S23,Asia - Southern,2024,2792.78
Dell XPS 13,Europe - Northern,2021,2368.4
IKEA Billy Bookcase,North America - West,2019,515.45
Samsung QLED TV,Oceania - Australia,2023,6934.31
AirPods Pro,North America - West,2021,1878.95
Samsung Galaxy S23,Asia - Southern,2020,3841.95
Sony WH-1000XM5,Africa - Southern,2021,1079.93
Tempur-Pedic Mattress,Oceania - Australia,2019,10357.13
West Elm Sofa,Europe - Eastern,2020,3510.15
Lululemon Align Leggings,Africa - Southern,2023,91.68
IKEA Billy Bookcase,Africa - Western,2024,239.18
Samsung Galaxy S23,Oceania - New Zealand,2022,8517.19
Sony WH-1000XM5,Asia - Southeastern,2022,565.18
Google Pixel 7,North America - Central,2023,7879.24
Sony WH-1000XM5,Asia - Southern,2023,3661.72
Tempur-Pedic Mattress,Latin America - Southern,2024,12904.75
Instant Pot Pro,Africa - Western,2023,685.56
Canon EOS R6,Latin America - Southern,2021,13924.73
Nike Air Force 1,North America - East,2021,734.47
GoPro Hero 11,Europe - Eastern,2019,746.65
West Elm Sofa,Africa - Southern,2020,2443.39
PlayStation 5,Asia - Eastern,2020,1392.72
Vitamix Blender,Asia - Eastern,2019,1831.53
GoPro Hero 11,Oceania - Australia,2020,454.4
Google Pixel 7,Oceania - New Zealand,2023,6271.24
Pottery Barn Dining Table,Asia - Eastern,2021,2599.06
Vitamix Blender,North America - Central,2024,504.87
IKEA Billy Bookcase,Oceania - New Zealand,2024,69.98
Sony WH-1000XM5,Oceania - Australia,2024,3861.44
Apple Watch Series 8,Oceania - Australia,2024,362.11
Ninja Air Fryer,Africa - Eastern,2024,174.25
West Elm Sofa,North America - West,2022,11477.38
Canon EOS R6,Asia - Southern,2020,7925.66
Rolex Submariner,North America - Central,2023,17138.7
PlayStation 5,Latin America - Central,2019,574.33
West Elm Sofa,Latin America - Central,2022,4522.49
AirPods Pro,Asia - Eastern,2021,1357.35
Samsung Galaxy S23,Asia - Southern,2021,2525.43
Google Pixel 7,Latin America - Southern,2021,1866.19
Instant Pot Pro,Asia - Southeastern,2023,696.54
Ray-Ban Aviators,Latin America - Southern,2024,725.56
Samsung QLED TV,Oceania - New Zealand,2024,3267.18
LG OLED TV,North America - East,2020,7870.47
Adidas Ultraboost,Africa - Western,2021,111.06
KitchenAid Mixer,Latin America - Central,2024,1385.23
Vitamix Blender,North America - East,2020,909.66
AirPods Pro,Latin America - Central,2024,1559.61
Tempur-Pedic Mattress,Africa - Southern,2022,2526.26
Vitamix Blender,North America - East,2021,2510.55
Ninja Air Fryer,Middle East - Gulf,2019,231.55
Ninja Air Fryer,Oceania - Australia,2021,685.99
Roomba i7+,Africa - Western,2021,1023.63
Breville Coffee Maker,Latin America - Central,2024,538.38
Roomba i7+,North America - East,2023,8663.02
Pottery Barn Dining Table,Asia - Southern,2022,3148.92
LG OLED TV,Asia - Eastern,2019,7487.76
Google Pixel 7,Europe - Western,2024,1670.54
Dyson V11 Vacuum,Europe - Western,2019,3153.55
Pottery Barn Dining Table,Oceania - New Zealand,2019,4218.29
Lululemon Align Leggings,Oceania - New Zealand,2023,340.59
Dell XPS 13,Middle East - Gulf,2023,7176.55
KitchenAid Mixer,Africa - Western,2021,1059.2
MacBook Air M2,North America - West,2022,10405.22
Samsung Galaxy S23,Asia - Southeastern,2023,5341.82
West Elm Sofa,Africa - Southern,2019,7243.56
Microsoft Surface Pro,Oceania - New Zealand,2024,11740.51
Pottery Barn Dining Table,Asia - Southeastern,2020,1595.73
Samsung QLED TV,Oceania - Australia,2019,4881.05
Roomba i7+,Latin America - Southern,2021,3197.84
Google Pixel 7,Europe - Southern,2024,3316.58
Breville Coffee Maker,Asia - Eastern,2022,1286.55
Adidas Ultraboost,Latin America - Central,2023,126.52
KitchenAid Mixer,Europe - Eastern,2023,764.65
Dell XPS 13,Asia - Southern,2021,8201.97
IKEA Billy Bookcase,Europe - Southern,2021,253.67
Apple Watch Series 8,Latin America - Central,2024,1888.96
PlayStation 5,Asia - Eastern,2024,717.9
Microsoft Surface Pro,Africa - Eastern,2023,6018.33
Rolex Submariner,Oceania - New Zealand,2024,79414.17
iPad Pro,Africa - Eastern,2023,3608.29
Microsoft Surface Pro,North America - West,2023,18121.67
Roomba i7+,Europe - Northern,2020,540.05
LG OLED TV,Africa - Eastern,2021,4918.09
Xbox Series X,Middle East - Levant,2020,892.4
AirPods Pro,Europe - Western,2020,2154.66
Tempur-Pedic Mattress,Latin America - Northern,2022,2279.57
Dyson V11 Vacuum,Europe - Eastern,2021,2169.03
LG OLED TV,Middle East - Levant,2022,11854.47
West Elm Sofa,Africa - Southern,2019,7243.56
AirPods Pro,Africa - Eastern,2019,117.98
GoPro Hero 11,Latin America - Central,2020,1162.43
Samsung Galaxy S23,Oceania - New Zealand,2021,3862.09
AirPods Pro,Oceania - New Zealand,2019,1925.26
iPad Pro,Africa - Southern,2024,3142.74
LG OLED TV,Africa - Southern,2024,1514.18
GoPro Hero 11,Europe - Eastern,2020,1960.15
Tempur-Pedic Mattress,Oceania - Australia,2019,10357.13
GoPro Hero 11,Europe - Western,2020,1093.92
Lululemon Align Leggings,Europe - Southern,2021,314.6
Microsoft Surface Pro,Europe - Southern,2022,1507.79
Ray-Ban Aviators,Europe - Eastern,2022,449.16
Vitamix Blender,North America - Central,2022,439.71
Microsoft Surface Pro,Oceania - Australia,2021,3200.27
Ray-Ban Aviators,Asia - Eastern,2024,828.12
Pottery Barn Dining Table,Asia - Southeastern,2021,7998.11
Pottery Barn Dining Table,Africa - Eastern,2022,3381.34
AirPods Pro,Europe - Southern,2023,485.94
Xbox Series X,Middle East - Gulf,2022,2958.71
Sony WH-1000XM5,Asia - Southeastern,2022,565.18
Adidas Ultraboost,Asia - Eastern,2020,631.54
Samsung Galaxy S23,Europe - Southern,2023,1997.57
Herman Miller Chair,Africa - Western,2020,3166.88
IKEA Billy Bookcase,Latin America - Northern,2021,151.46
Nespresso Vertuo,Asia - Eastern,2022,1069.43
Levi's 501 Jeans,Middle East - Levant,2024,315.82
PlayStation 5,Latin America - Central,2022,821.6
iPad Pro,Asia - Southern,2019,3523.66
iPhone 14 Pro,Europe - Western,2020,5459.47
Lululemon Align Leggings,Middle East - Gulf,2023,305.11
Samsung Galaxy S23,Europe - Southern,2021,647.84
Ray-Ban Aviators,Europe - Northern,2024,256.05
Dyson V11 Vacuum,Europe - Southern,2023,571.35
iPhone 14 Pro,Oceania - Australia,2024,8164.64
Ray-Ban Aviators,Oceania - Australia,2020,386.49
Rolex Submariner,Asia - Eastern,2023,13072.79
Ray-Ban Aviators,Asia - Eastern,2023,697.54
Dell XPS 13,Latin America - Central,2019,1054.91
Sony WH-1000XM5,Asia - Southeastern,2019,1060.93
Google Pixel 7,Asia - Eastern,2024,1970.6
Breville Coffee Maker,North America - West,2024,2643.7
PlayStation 5,Latin America - Northern,2023,1834.42
IKEA Billy Bookcase,Oceania - Australia,2019,566.3
Pottery Barn Dining Table,Africa - Western,2020,5407.09
Lululemon Align Leggings,North America - East,2021,362.8
LG OLED TV,Europe - Northern,2019,5916.93
Herman Miller Chair,Latin America - Northern,2019,3839.23
Nespresso Vertuo,Middle East - Levant,2020,556.61
Sony WH-1000XM5,Europe - Northern,2022,2761.08
GoPro Hero 11,Europe - Western,2021,2639.26
Ray-Ban Aviators,Africa - Western,2023,243.08
Instant Pot Pro,North America - Central,2024,986.84
Pottery Barn Dining Table,Africa - Southern,2019,1319.12
iPhone 14 Pro,Middle East - Gulf,2022,10137.2
MacBook Air M2,Africa - Western,2024,4314.28
Apple Watch Series 8,Oceania - New Zealand,2023,1354.29
iPhone 14 Pro,North America - Central,2024,7016.98
Nike Air Force 1,North America - East,2021,734.47
Apple Watch Series 8,Europe - Western,2022,745.8
Samsung QLED TV,Asia - Eastern,2019,10224.55
West Elm Sofa,Asia - Southeastern,2024,7366.75
Vitamix Blender,Asia - Eastern,2022,1449.46
KitchenAid Mixer,Europe - Eastern,2024,1738.82
LG OLED TV,Africa - Eastern,2023,3380.58
Nespresso Vertuo,North America - East,2021,1766.07
Ninja Air Fryer,North America - Central,2023,1019.57
Lululemon Align Leggings,North America - East,2020,291.75
iPad Pro,Africa - Eastern,2023,3608.29
IKEA Billy Bookcase,Europe - Western,2023,754.17
Sony WH-1000XM5,Europe - Eastern,2021,1051.1
West Elm Sofa,Europe - Western,2022,11459.26
KitchenAid Mixer,Asia - Eastern,2023,1255.7
Xbox Series X,Europe - Southern,2019,3797.41
Dyson V11 Vacuum,Latin America - Central,2020,1767.49
iPhone 14 Pro,North America - Central,2019,4125.89
Xbox Series X,Africa - Western,2019,470.29
KitchenAid Mixer,Asia - Southeastern,2020,1545.63
Dell XPS 13,Europe - Southern,2021,2002.5
Canon EOS R6,Europe - Northern,2023,3662.18
Sony WH-1000XM5,Oceania - New Zealand,2023,3691.35
Instant Pot Pro,North America - Central,2023,624.42
Dyson V11 Vacuum,Latin America - Central,2020,1767.49
Adidas Ultraboost,Africa - Western,2023,220.85
Samsung QLED TV,Latin America - Southern,2023,6533.47
Xbox Series X,Middle East - Gulf,2019,1425.8
Lululemon Align Leggings,Europe - Southern,2021,314.6
Google Pixel 7,Asia - Southern,2022,490.29
LG OLED TV,Latin America - Central,2021,2149.56
GoPro Hero 11,Europe - Eastern,2023,3351.45
Nintendo Switch OLED,North America - East,2024,3157.79
Levi's 501 Jeans,North America - West,2022,622.22
West Elm Sofa,Asia - Southern,2021,2690.0
West Elm Sofa,Europe - Northern,2024,7383.61
Nike Air Force 1,Asia - Southeastern,2021,414.46
Instant Pot Pro,Europe - Western,2024,1375.67
Ray-Ban Aviators,Oceania - New Zealand,2020,546.14
AirPods Pro,North America - Central,2020,627.64
MacBook Air M2,Africa - Southern,2022,5518.32
PlayStation 5,Latin America - Northern,2020,767.46
Xbox Series X,Asia - Southeastern,2022,4479.73
AirPods Pro,Latin America - Central,2019,977.11
Adidas Ultraboost,Europe - Northern,2019,184.86
Ray-Ban Aviators,Asia - Southeastern,2023,77.89
Ray-Ban Aviators,Oceania - New Zealand,2022,120.19
Nintendo Switch OLED,Asia - Southeastern,2019,1694.45
IKEA Billy Bookcase,Africa - Southern,2023,186.6
KitchenAid Mixer,Latin America - Southern,2024,876.62
AirPods Pro,North America - East,2022,2517.15
Ray-Ban Aviators,Oceania - New Zealand,2022,120.19
Lululemon Align Leggings,Middle East - Levant,2021,319.89
Dyson V11 Vacuum,Europe - Eastern,2022,4486.37
MacBook Air M2,Latin America - Northern,2021,753.68
Nintendo Switch OLED,Europe - Northern,2024,1590.34
Adidas Ultraboost,Oceania - Australia,2021,297.44
IKEA Billy Bookcase,Latin America - Central,2024,174.45
Roomba i7+,Asia - Southern,2022,2400.5
Ninja Air Fryer,North America - Central,2019,274.56
Nike Air Force 1,Europe - Eastern,2021,419.54
PlayStation 5,Middle East - Levant,2023,967.08
Adidas Ultraboost,Latin America - Northern,2021,89.37
Ray-Ban Aviators,Latin America - Central,2021,65.15
AirPods Pro,Asia - Southern,2024,969.21
Adidas Ultraboost,Latin America - Central,2021,678.39
GoPro Hero 11,Latin America - Northern,2020,1433.47
Adidas Ultraboost,Europe - Western,2019,660.18
Nintendo Switch OLED,Europe - Southern,2020,494.25
Apple Watch Series 8,Africa - Southern,2020,1153.12
Breville Coffee Maker,Africa - Southern,2022,668.95
AirPods Pro,North America - East,2022,2517.15
Nespresso Vertuo,Africa - Eastern,2021,372.71
Samsung Galaxy S23,Middle East - Gulf,2020,3917.57
GoPro Hero 11,Oceania - New Zealand,2024,4871.5
Samsung Galaxy S23,Oceania - Australia,2023,2388.0
Nespresso Vertuo,Asia - Southeastern,2021,646.53
Microsoft Surface Pro,Latin America - Northern,2024,5214.36
AirPods Pro,Middle East - Gulf,2022,1910.63
Pottery Barn Dining Table,North America - Central,2024,11783.7
Sony WH-1000XM5,Oceania - New Zealand,2022,543.92
Pottery Barn Dining Table,Asia - Eastern,2022,1046.91
PlayStation 5,Latin America - Northern,2020,767.46
Rolex Submariner,Oceania - Australia,2022,24139.58
AirPods Pro,North America - East,2022,2517.15
Herman Miller Chair,Europe - Eastern,2022,5007.36
Dyson V11 Vacuum,Latin America - Central,2023,2255.23
KitchenAid Mixer,North America - East,2021,3640.51
GoPro Hero 11,Asia - Southeastern,2024,3153.54
GoPro Hero 11,Europe - Eastern,2024,1668.05
Dyson V11 Vacuum,Europe - Eastern,2023,3814.91
LG OLED TV,Africa - Southern,2023,9670.18
Google Pixel 7,Africa - Eastern,2021,1472.31
Vitamix Blender,North America - Central,2022,439.71
Herman Miller Chair,North America - West,2020,12285.68
GoPro Hero 11,Latin America - Central,2023,1935.2
Nespresso Vertuo,Africa - Western,2020,537.09
West Elm Sofa,Europe - Southern,2023,3560.34
Sony WH-1000XM5,North America - West,2024,1401.13
Roomba i7+,North America - East,2021,6300.96
Roomba i7+,Middle East - Levant,2019,779.78
AirPods Pro,Asia - Southeastern,2021,749.38
Canon EOS R6,Africa - Western,2020,4363.88
Instant Pot Pro,North America - West,2020,619.6
Dell XPS 13,North America - East,2023,12512.08
iPhone 14 Pro,Africa - Western,2023,3744.53
Herman Miller Chair,Europe - Northern,2023,7065.16
PlayStation 5,Middle East - Levant,2019,281.68
Microsoft Surface Pro,Middle East - Levant,2024,8737.17
MacBook Air M2,Africa - Western,2021,5820.08
Herman Miller Chair,North America - East,2019,5090.42
GoPro Hero 11,Oceania - New Zealand,2024,4871.5
Roomba i7+,Africa - Southern,2019,747.38
Breville Coffee Maker,Africa - Southern,2024,1930.61
Xbox Series X,Latin America - Central,2020,1801.61
IKEA Billy Bookcase,Asia - Eastern,2019,376.15
iPad Pro,Latin America - Northern,2022,3537.02
Apple Watch Series 8,Latin America - Southern,2021,156.63
GoPro Hero 11,Middle East - Levant,2019,613.61
PlayStation 5,Latin America - Central,2019,574.33
PlayStation 5,Africa - Eastern,2019,786.48
Lululemon Align Leggings,Europe - Western,2023,331.72
iPhone 14 Pro,Africa - Eastern,2020,2065.25
Samsung QLED TV,Africa - Western,2021,1733.5
Xbox Series X,Africa - Western,2020,1480.31
Ray-Ban Aviators,Africa - Eastern,2022,101.83
Nintendo Switch OLED,Oceania - New Zealand,2024,3716.53
KitchenAid Mixer,North America - West,2021,3703.91
Apple Watch Series 8,Europe - Northern,2022,1883.9
Samsung Galaxy S23,Asia - Southern,2020,3841.95
Adidas Ultraboost,Africa - Eastern,2019,157.68
Herman Miller Chair,Europe - Eastern,2023,5406.52
Sony WH-1000XM5,Oceania - Australia,2023,3717.42
LG OLED TV,Africa - Western,2023,6230.47
Lululemon Align Leggings,Africa - Western,2023,80.06
Samsung QLED TV,Asia - Southeastern,2021,3208.86
Dyson V11 Vacuum,Latin America - Central,2021,2076.22
Ninja Air Fryer,Europe - Southern,2021,349.39
Breville Coffee Maker,Latin America - Central,2021,155.71
Dell XPS 13,Europe - Northern,2021,2368.4
Sony WH-1000XM5,Europe - Western,2020,423.3
MacBook Air M2,Africa - Western,2019,2035.36
Nike Air Force 1,Latin America - Northern,2021,124.79
Breville Coffee Maker,Europe - Western,2021,2665.87
Dell XPS 13,Oceania - Australia,2022,3175.17
LG OLED TV,Latin America - Central,2020,7148.59
Nespresso Vertuo,Europe - Southern,2021,297.64
IKEA Billy Bookcase,Latin America - Southern,2023,444.36
iPhone 14 Pro,Middle East - Levant,2020,705.24
iPad Pro,Asia - Eastern,2020,853.35
Ninja Air Fryer,Latin America - Northern,2022,136.99
Levi's 501 Jeans,North America - Central,2021,297.73
Pottery Barn Dining Table,Middle East - Gulf,2021,1090.37
West Elm Sofa,Europe - Northern,2019,4930.67
IKEA Billy Bookcase,Africa - Southern,2020,196.73
Roomba i7+,Asia - Eastern,2020,4785.52
Instant Pot Pro,Africa - Eastern,2021,110.13
iPad Pro,Asia - Southern,2019,3523.66
Xbox Series X,Europe - Eastern,2024,4477.17
Ninja Air Fryer,North America - Central,2022,904.6
iPad Pro,Latin America - Central,2020,590.96
Roomba i7+,Middle East - Gulf,2021,604.86
Samsung QLED TV,Latin America - Northern,2021,2090.28
Samsung QLED TV,Europe - Eastern,2022,9292.42
Breville Coffee Maker,North America - Central,2020,358.14
Herman Miller Chair,Asia - Eastern,2019,963.67
Nintendo Switch OLED,Middle East - Levant,2019,227.21
Rolex Submariner,Middle East - Levant,2020,8075.65
Canon EOS R6,Middle East - Levant,2023,9191.58
Canon EOS R6,Middle East - Gulf,2020,4823.75
Nintendo Switch OLED,Asia - Southeastern,2019,1694.45
Ray-Ban Aviators,Europe - Eastern,2019,310.7
GoPro Hero 11,Middle East - Gulf,2020,2284.83
Dell XPS 13,Asia - Southeastern,2022,1991.12
LG OLED TV,Asia - Southeastern,2019,1773.52
Pottery Barn Dining Table,Europe - Western,2023,12169.28
Herman Miller Chair,Europe - Western,2024,1455.4
Roomba i7+,Europe - Southern,2019,3471.45
Nintendo Switch OLED,North America - Central,2022,2497.77
MacBook Air M2,Latin America - Northern,2021,753.68
Tempur-Pedic Mattress,Africa - Southern,2020,882.49
Nike Air Force 1,Middle East - Levant,2019,329.95
iPhone 14 Pro,Oceania - Australia,2023,1230.61
Roomba i7+,Asia - Eastern,2019,577.81
AirPods Pro,Oceania - Australia,2020,1152.91
Microsoft Surface Pro,Africa - Eastern,2023,6018.33
Samsung QLED TV,North America - Central,2022,1190.51
Lululemon Align Leggings,Europe - Western,2021,87.25
MacBook Air M2,Latin America - Central,2021,5909.26
Xbox Series X,North America - Central,2024,2234.78
GoPro Hero 11,Oceania - New Zealand,2023,507.0
West Elm Sofa,Europe - Southern,2024,12068.5
